Bin , nEvents , Efficiencies
150,3,6e-05
160,1,2e-05
170,4,8e-05
180,1,2e-05
190,6,0.00012
200,10,0.0002
220,11,0.00022
240,16,0.00032
260,27,0.00054
280,43,0.00086
300,48,0.00096
320,59,0.00118
340,53,0.00106
360,74,0.00148
380,91,0.00182
400,92,0.00184
420,104,0.00208
440,88,0.00176
460,99,0.00198
480,103,0.00206
500,117,0.00234
520,108,0.00216
540,122,0.00244
560,117,0.00234
580,136,0.00272
600,203,0.00406
630,201,0.00402
660,216,0.00432
690,217,0.00434
720,223,0.00446
750,233,0.00466
780,249,0.00498
810,253,0.00506
840,265,0.0053
870,266,0.00532
900,475,0.0095
950,503,0.01006
1000,505,0.0101
1050,505,0.0101
1100,515,0.0103
1150,488,0.00976
1200,511,0.01022
1250,563,0.01126
1310,660,0.0132
1370,597,0.01194
1430,636,0.01272
1490,635,0.0127
1550,563,0.01126
1610,667,0.01334
1680,694,0.01388
1750,667,0.01334
1820,643,0.01286
1890,755,0.0151
1970,734,0.01468
2050,657,0.01314
