Bin , nEvents , Efficiencies
150,0,0
200,0,0
250,3,6e-05
300,9,0.00018
350,8,0.00016
400,18,0.00036
450,21,0.00042
500,46,0.00092
600,47,0.00094
700,45,0.0009
800,52,0.00104
900,33,0.00066
1000,41,0.00082
1150,74,0.00148
