150,1,2e-05
160,0,0
170,3,6e-05
180,0,0
190,1,2e-05
200,2,4e-05
220,3,6e-05
240,2,4e-05
260,4,8e-05
280,3,6e-05
300,4,8e-05
320,5,0.0001
340,0,0
360,6,0.00012
380,11,0.00022
400,10,0.0002
420,18,0.00036
440,10,0.0002
460,13,0.00026
480,17,0.00034
500,23,0.00046
520,27,0.00054
540,26,0.00052
560,35,0.0007
580,30,0.0006
600,50,0.001
630,65,0.0013
660,69,0.00138
690,87,0.00174
720,70,0.0014
750,83,0.00166
780,99,0.00198
810,102,0.00204
840,88,0.00176
870,107,0.00214
900,193,0.00386
950,197,0.00394
1000,186,0.00372
1050,211,0.00422
1100,213,0.00426
1150,241,0.00482
1200,216,0.00432
1250,286,0.00572
1310,309,0.00618
1370,316,0.00632
1430,303,0.00606
1490,304,0.00608
1550,318,0.00636
1610,405,0.0081
1680,361,0.00722
1750,421,0.00842
1820,390,0.0078
1890,495,0.0099
1970,509,0.01018
2050,531,0.01062
