Bin , nEvents , Efficiencies
150,3,6e-05
160,3,6e-05
170,1,2e-05
180,2,4e-05
190,2,4e-05
200,10,0.0002
220,4,8e-05
240,14,0.00028
260,23,0.00046
280,13,0.00026
300,24,0.00048
320,16,0.00032
340,30,0.0006
360,39,0.00078
380,40,0.0008
400,45,0.0009
420,56,0.00112
440,58,0.00116
460,60,0.0012
480,59,0.00118
500,77,0.00154
520,72,0.00144
540,81,0.00162
560,91,0.00182
580,79,0.00158
600,138,0.00276
630,154,0.00308
660,128,0.00256
690,151,0.00302
720,160,0.0032
750,169,0.00338
780,176,0.00352
810,195,0.0039
840,173,0.00346
870,171,0.00342
900,329,0.00658
950,358,0.00716
1000,337,0.00674
1050,364,0.00728
1100,402,0.00804
1150,389,0.00778
1200,398,0.00796
1250,513,0.01026
1310,492,0.00984
1370,499,0.00998
1430,542,0.01084
1490,520,0.0104
1550,521,0.01042
1610,628,0.01256
1680,570,0.0114
1750,572,0.01144
1820,577,0.01154
1890,675,0.0135
1970,649,0.01298
2050,635,0.0127
