Bin , nEvents , Efficiencies
150,1,2e-05
160,0,0
170,1,2e-05
180,0,0
190,1,2e-05
200,1,2e-05
220,4,8e-05
240,1,2e-05
260,5,0.0001
280,2,4e-05
300,2,4e-05
320,4,8e-05
340,3,6e-05
360,8,0.00016
380,6,0.00012
400,9,0.00018
420,10,0.0002
440,6,0.00012
460,22,0.00044
480,18,0.00036
500,17,0.00034
520,25,0.0005
540,29,0.00058
560,28,0.00056
580,26,0.00052
600,63,0.00126
630,58,0.00116
660,88,0.00176
690,85,0.0017
720,94,0.00188
750,89,0.00178
780,82,0.00164
810,93,0.00186
840,88,0.00176
870,99,0.00198
900,172,0.00344
950,166,0.00332
1000,192,0.00384
1050,193,0.00386
1100,177,0.00354
1150,227,0.00454
1200,210,0.0042
1250,308,0.00616
1310,319,0.00638
1370,305,0.0061
1430,323,0.00646
1490,315,0.0063
1550,333,0.00666
1610,411,0.00822
1680,435,0.0087
1750,397,0.00794
1820,410,0.0082
1890,497,0.00994
1970,486,0.00972
2050,540,0.0108
