Bin , nEvents , Efficiencies
150,52,0.00104
160,49,0.00098
170,54,0.00108
180,59,0.00118
190,70,0.0014
200,169,0.00338
220,188,0.00376
240,167,0.00334
260,205,0.0041
280,180,0.0036
300,236,0.00472
320,245,0.0049
340,265,0.0053
360,249,0.00498
380,276,0.00552
400,256,0.00512
420,288,0.00576
440,314,0.00628
460,329,0.00658
480,316,0.00632
500,295,0.0059
520,339,0.00678
540,327,0.00654
560,352,0.00704
580,316,0.00632
600,513,0.01026
630,526,0.01052
660,538,0.01076
690,514,0.01028
720,551,0.01102
750,523,0.01046
780,539,0.01078
810,518,0.01036
840,502,0.01004
870,514,0.01028
900,822,0.01644
950,778,0.01556
1000,786,0.01572
1050,723,0.01446
1100,730,0.0146
1150,679,0.01358
1200,622,0.01244
1250,714,0.01428
1310,679,0.01358
1370,583,0.01166
1430,602,0.01204
1490,504,0.01008
1550,446,0.00892
1610,479,0.00958
1680,438,0.00876
1750,382,0.00764
1820,338,0.00676
1890,307,0.00614
1970,261,0.00522
2050,254,0.00508
