150,132,0.00264
160,105,0.0021
170,121,0.00242
180,138,0.00276
190,140,0.0028
200,278,0.00556
220,299,0.00598
240,325,0.0065
260,333,0.00666
280,370,0.0074
300,360,0.0072
320,354,0.00708
340,334,0.00668
360,365,0.0073
380,366,0.00732
400,363,0.00726
420,361,0.00722
440,353,0.00706
460,395,0.0079
480,391,0.00782
500,358,0.00716
520,337,0.00674
540,362,0.00724
560,354,0.00708
580,366,0.00732
600,513,0.01026
630,475,0.0095
660,450,0.009
690,479,0.00958
720,419,0.00838
750,442,0.00884
780,409,0.00818
810,406,0.00812
840,362,0.00724
870,443,0.00886
900,656,0.01312
950,551,0.01102
1000,554,0.01108
1050,532,0.01064
1100,543,0.01086
1150,498,0.00996
1200,424,0.00848
1250,501,0.01002
1310,458,0.00916
1370,445,0.0089
1430,414,0.00828
1490,360,0.0072
1550,360,0.0072
1610,374,0.00748
1680,337,0.00674
1750,300,0.006
1820,238,0.00476
1890,265,0.0053
1970,262,0.00524
2050,213,0.00426
