Bin , nEvents , Efficiencies
150,966,0.01932
160,877,0.01754
170,788,0.01576
180,726,0.01452
190,637,0.01274
200,1146,0.02292
220,999,0.01998
240,878,0.01756
260,818,0.01636
280,654,0.01308
300,669,0.01338
320,549,0.01098
340,467,0.00934
360,459,0.00918
380,412,0.00824
400,345,0.0069
420,341,0.00682
440,282,0.00564
460,267,0.00534
480,242,0.00484
500,228,0.00456
520,176,0.00352
540,181,0.00362
560,145,0.0029
580,146,0.00292
600,199,0.00398
630,166,0.00332
660,135,0.0027
690,148,0.00296
720,150,0.003
750,108,0.00216
780,106,0.00212
810,100,0.002
840,73,0.00146
870,66,0.00132
900,116,0.00232
950,95,0.0019
1000,71,0.00142
1050,68,0.00136
1100,54,0.00108
1150,50,0.001
1200,38,0.00076
1250,46,0.00092
1310,29,0.00058
1370,25,0.0005
1430,29,0.00058
1490,15,0.0003
1550,18,0.00036
1610,14,0.00028
1680,7,0.00014
1750,19,0.00038
1820,12,0.00024
1890,8,0.00016
1970,10,0.0002
2050,10,0.0002
