Bin , nEvents , Efficiencies
150,903,0.01806
160,880,0.0176
170,822,0.01644
180,709,0.01418
190,705,0.0141
200,1120,0.0224
220,1053,0.02106
240,866,0.01732
260,812,0.01624
280,719,0.01438
300,587,0.01174
320,583,0.01166
340,483,0.00966
360,426,0.00852
380,385,0.0077
400,349,0.00698
420,322,0.00644
440,272,0.00544
460,254,0.00508
480,229,0.00458
500,208,0.00416
520,208,0.00416
540,202,0.00404
560,198,0.00396
580,152,0.00304
600,192,0.00384
630,179,0.00358
660,136,0.00272
690,148,0.00296
720,123,0.00246
750,99,0.00198
780,95,0.0019
810,87,0.00174
840,84,0.00168
870,69,0.00138
900,117,0.00234
950,63,0.00126
1000,71,0.00142
1050,55,0.0011
1100,49,0.00098
1150,47,0.00094
1200,30,0.0006
1250,41,0.00082
1310,28,0.00056
1370,25,0.0005
1430,17,0.00034
1490,15,0.0003
1550,12,0.00024
1610,12,0.00024
1680,16,0.00032
1750,10,0.0002
1820,6,0.00012
1890,4,8e-05
1970,7,0.00014
2050,6,0.00012
