Bin , nEvents , Efficiencies
150,1003,0.02006
160,920,0.0184
170,789,0.01578
180,750,0.015
190,739,0.01478
200,1175,0.0235
220,1027,0.02054
240,900,0.018
260,756,0.01512
280,690,0.0138
300,579,0.01158
320,575,0.0115
340,501,0.01002
360,409,0.00818
380,417,0.00834
400,340,0.0068
420,311,0.00622
440,290,0.0058
460,251,0.00502
480,244,0.00488
500,189,0.00378
520,201,0.00402
540,177,0.00354
560,167,0.00334
580,126,0.00252
600,181,0.00362
630,146,0.00292
660,119,0.00238
690,125,0.0025
720,106,0.00212
750,103,0.00206
780,94,0.00188
810,82,0.00164
840,55,0.0011
870,53,0.00106
900,77,0.00154
950,61,0.00122
1000,53,0.00106
1050,44,0.00088
1100,37,0.00074
1150,31,0.00062
1200,36,0.00072
1250,27,0.00054
1310,17,0.00034
1370,23,0.00046
1430,14,0.00028
1490,8,0.00016
1550,15,0.0003
1610,10,0.0002
1680,11,0.00022
1750,5,0.0001
1820,3,6e-05
1890,2,4e-05
1970,6,0.00012
2050,3,6e-05
