Bin , nEvents , Efficiencies
150,956,0.01912
160,859,0.01718
170,801,0.01602
180,723,0.01446
190,653,0.01306
200,1176,0.02352
220,1018,0.02036
240,855,0.0171
260,766,0.01532
280,682,0.01364
300,608,0.01216
320,523,0.01046
340,471,0.00942
360,415,0.0083
380,419,0.00838
400,380,0.0076
420,309,0.00618
440,291,0.00582
460,283,0.00566
480,233,0.00466
500,232,0.00464
520,199,0.00398
540,213,0.00426
560,164,0.00328
580,176,0.00352
600,228,0.00456
630,209,0.00418
660,212,0.00424
690,140,0.0028
720,135,0.0027
750,114,0.00228
780,117,0.00234
810,97,0.00194
840,92,0.00184
870,79,0.00158
900,111,0.00222
950,98,0.00196
1000,84,0.00168
1050,86,0.00172
1100,77,0.00154
1150,47,0.00094
1200,48,0.00096
1250,42,0.00084
1310,23,0.00046
1370,23,0.00046
1430,41,0.00082
1490,30,0.0006
1550,23,0.00046
1610,13,0.00026
1680,12,0.00024
1750,7,0.00014
1820,14,0.00028
1890,5,0.0001
1970,7,0.00014
2050,1,2e-05
