Bin , nEvents , Efficiencies
150,0,0
160,0,0
170,0,0
180,0,0
190,0,0
200,1,4e-05
220,1,4e-05
240,2,8e-05
260,1,4e-05
280,0,0
300,0,0
320,0,0
340,0,0
360,2,8e-05
380,1,4e-05
400,0,0
420,0,0
440,0,0
460,1,4e-05
480,0,0
500,0,0
520,1,4e-05
540,0,0
560,1,4e-05
580,1,4e-05
600,2,8e-05
630,0,0
660,4,0.00016
690,0,0
720,2,8e-05
750,4,0.00016
780,10,0.0004
810,5,0.0002
840,7,0.00028
870,8,0.00032
900,14,0.00056
950,18,0.00072
1000,26,0.00104
1050,28,0.00112
1100,26,0.00104
1150,42,0.00168
1200,38,0.00152
1250,32,0.00128
1310,43,0.00172
1370,37,0.00148
1430,31,0.00124
1490,47,0.00188
1550,44,0.00176
1610,51,0.00204
1680,58,0.00232
1750,73,0.00292
1820,73,0.00292
1890,114,0.00456
1970,93,0.00372
2050,110,0.0044
