Bin , nEvents , Efficiencies
150,0,0
160,0,0
170,0,0
180,0,0
190,0,0
200,0,0
220,0,0
240,0,0
260,0,0
280,0,0
300,1,4e-05
320,0,0
340,0,0
360,0,0
380,0,0
400,1,4e-05
420,1,4e-05
440,0,0
460,1,4e-05
480,0,0
500,0,0
520,0,0
540,2,8e-05
560,1,4e-05
580,2,8e-05
600,0,0
630,2,8e-05
660,3,0.00012
690,1,4e-05
720,3,0.00012
750,2,8e-05
780,2,8e-05
810,1,4e-05
840,0,0
870,3,0.00012
900,6,0.00024
950,13,0.00052
1000,7,0.00028
1050,10,0.0004
1100,14,0.00056
1150,15,0.0006
1200,19,0.00076
1250,17,0.00068
1310,17,0.00068
1370,29,0.00116
1430,22,0.00088
1490,20,0.0008
1550,31,0.00124
1610,25,0.001
1680,37,0.00148
1750,47,0.00188
1820,41,0.00164
1890,55,0.0022
1970,50,0.002
2050,58,0.00232
