Bin , nEvents , Efficiencies
150,0,0
160,0,0
170,1,4.02382e-05
180,0,0
190,0,0
200,0,0
220,0,0
240,0,0
260,0,0
280,0,0
300,0,0
320,1,4.02382e-05
340,0,0
360,0,0
380,0,0
400,0,0
420,0,0
440,0,0
460,0,0
480,0,0
500,0,0
520,0,0
540,0,0
560,1,4.02382e-05
580,1,4.02382e-05
600,0,0
630,2,8.04764e-05
660,2,8.04764e-05
690,0,0
720,0,0
750,1,4.02382e-05
780,1,4.02382e-05
810,0,0
840,3,0.000120715
870,1,4.02382e-05
900,2,8.04764e-05
950,3,0.000120715
1000,3,0.000120715
1050,0,0
1100,5,0.000201191
1150,12,0.000482859
1200,10,0.000402382
1250,19,0.000764526
1310,20,0.000804764
1370,22,0.000885241
1430,22,0.000885241
1490,30,0.00120715
1550,23,0.000925479
1610,39,0.00156929
1680,40,0.00160953
1750,41,0.00164977
1820,51,0.00205215
1890,62,0.00249477
1970,69,0.00277644
2050,56,0.00225334
