Bin , nEvents , Efficiencies
150,0,0
160,0,0
170,0,0
180,0,0
190,0,0
200,0,0
220,0,0
240,1,4e-05
260,0,0
280,1,4e-05
300,0,0
320,1,4e-05
340,0,0
360,1,4e-05
380,3,0.00012
400,1,4e-05
420,4,0.00016
440,3,0.00012
460,2,8e-05
480,4,0.00016
500,9,0.00036
520,8,0.00032
540,4,0.00016
560,7,0.00028
580,6,0.00024
600,11,0.00044
630,14,0.00056
660,25,0.001
690,25,0.001
720,28,0.00112
750,31,0.00124
780,25,0.001
810,33,0.00132
840,36,0.00144
870,46,0.00184
900,55,0.0022
950,72,0.00288
1000,71,0.00284
1050,84,0.00336
1100,75,0.003
1150,93,0.00372
1200,62,0.00248
1250,112,0.00448
1310,137,0.00548
1370,133,0.00532
1430,136,0.00544
1490,161,0.00644
1550,148,0.00592
1610,206,0.00824
1680,210,0.0084
1750,227,0.00908
1820,209,0.00836
1890,282,0.01128
1970,283,0.01132
2050,326,0.01304
