"Bin "," nEvents "," Efficiencies"
150,0," 0.00e+00"
160,0," 0.00e+00"
170,0," 0.00e+00"
180,0," 0.00e+00"
190,0," 0.00e+00"
200,0," 0.00e+00"
220,1," 0.00e+00"
240,0,-8.00e-05
260,0," 0.00e+00"
280,0,-8.00e-05
300,0," 0.00e+00"
320,0,-8.00e-05
340,0," 1.20e-04"
360,0,-8.00e-05
380,0,-1.20e-04
400,0," 1.60e-04"
420,1,-2.00e-04
440,0," 0.00e+00"
460,0," 8.00e-05"
480,1,-8.00e-05
500,0,-3.60e-04
520,2,-4.00e-05
540,2," 4.00e-05"
560,3," 4.00e-05"
580,2,-2.40e-04
600,3," 5.60e-04"
630,4," 3.20e-04"
660,4," 1.60e-04"
690,5," 7.60e-04"
720,11," 4.00e-04"
750,6," 4.00e-05"
780,7," 8.80e-04"
810,8,-1.20e-04
840,10," 8.40e-04"
870,10,-6.80e-04
900,17," 1.36e-03"
950,27,-4.80e-04
1000,36," 6.80e-04"
1050,30,-1.20e-04
1100,40," 7.20e-04"
1150,43,-1.20e-04
1200,29," 3.92e-03"
1250,40," 2.92e-03"
1310,51," 1.28e-03"
1370,53,-2.00e-04
1430,54," 1.36e-03"
1490,46," 2.00e-04"
1550,52," 2.56e-03"
1610,83,-1.60e-03
1680,71," 2.40e-04"
1750,90," 2.12e-03"
1820,88," 4.04e-03"
1890,117,-6.00e-04
1970,110," 4.12e-03"
2050,125," 2.00e-03"
