"Bin "," nEvents "," Efficiencies"
150,0," 0.00e+00"
160,0," 0.00e+00"
170,0," 0.00e+00"
180,0," 0.00e+00"
190,0," 0.00e+00"
200,0," 0.00e+00"
220,1," 0.00e+00"
240,0,-4.00e-05
260,0," 0.00e+00"
280,0,-4.00e-05
300,0," 0.00e+00"
320,0,-4.00e-05
340,2," 8.00e-05"
360,0,-4.00e-05
380,0,-4.00e-05
400,0," 1.20e-04"
420,1,-8.00e-05
440,2," 4.00e-05"
460,0," 8.00e-05"
480,1," 0.00e+00"
500,0,-1.20e-04
520,4," 8.00e-05"
540,2," 8.00e-05"
560,5," 1.20e-04"
580,2,-8.00e-05
600,7," 5.20e-04"
630,8," 4.00e-04"
660,8," 4.40e-04"
690,7," 8.40e-04"
720,14," 6.40e-04"
750,11," 4.40e-04"
780,19," 9.20e-04"
810,20," 3.60e-04"
840,13," 1.04e-03"
870,24," 1.60e-04"
900,20," 1.64e-03"
950,41," 6.40e-04"
1000,48," 1.40e-03"
1050,34," 1.04e-03"
1100,43," 1.48e-03"
1150,39," 1.16e-03"
1200,49," 3.44e-03"
1250,65," 3.44e-03"
1310,70," 2.68e-03"
1370,75," 1.64e-03"
1430,92," 2.72e-03"
1490,89," 2.28e-03"
1550,94," 3.68e-03"
1610,118," 1.68e-03"
1680,108," 2.96e-03"
1750,127," 4.44e-03"
1820,106," 5.48e-03"
1890,124," 3.36e-03"
1970,141," 6.52e-03"
2050,160," 5.68e-03"
