Bin , nEvents , Efficiencies
150,0,0
160,1,4e-05
170,0,0
180,0,0
190,0,0
200,0,0
220,1,4e-05
240,1,4e-05
260,1,4e-05
280,0,0
300,0,0
320,0,0
340,0,0
360,0,0
380,1,4e-05
400,0,0
420,0,0
440,0,0
460,0,0
480,0,0
500,1,4e-05
520,1,4e-05
540,0,0
560,0,0
580,1,4e-05
600,0,0
630,1,4e-05
660,0,0
690,2,8e-05
720,2,8e-05
750,3,0.00012
780,5,0.0002
810,7,0.00028
840,4,0.00016
870,2,8e-05
900,11,0.00044
950,9,0.00036
1000,18,0.00072
1050,13,0.00052
1100,27,0.00108
1150,22,0.00088
1200,26,0.00104
1250,24,0.00096
1310,37,0.00148
1370,32,0.00128
1430,26,0.00104
1490,32,0.00128
1550,43,0.00172
1610,53,0.00212
1680,54,0.00216
1750,45,0.0018
1820,49,0.00196
1890,77,0.00308
1970,71,0.00284
2050,82,0.00328
