Bin , nEvents , Efficiencies
150,0,0
160,1,4e-05
170,0,0
180,0,0
190,0,0
200,0,0
220,0,0
240,0,0
260,0,0
280,1,4e-05
300,0,0
320,1,4e-05
340,0,0
360,1,4e-05
380,1,4e-05
400,0,0
420,1,4e-05
440,0,0
460,1,4e-05
480,1,4e-05
500,0,0
520,1,4e-05
540,1,4e-05
560,1,4e-05
580,0,0
600,0,0
630,2,8e-05
660,2,8e-05
690,4,0.00016
720,1,4e-05
750,5,0.0002
780,2,8e-05
810,4,0.00016
840,2,8e-05
870,2,8e-05
900,11,0.00044
950,17,0.00068
1000,11,0.00044
1050,13,0.00052
1100,24,0.00096
1150,27,0.00108
1200,16,0.00064
1250,23,0.00092
1310,22,0.00088
1370,28,0.00112
1430,30,0.0012
1490,28,0.00112
1550,49,0.00196
1610,40,0.0016
1680,45,0.0018
1750,51,0.00204
1820,65,0.0026
1890,60,0.0024
1970,60,0.0024
2050,81,0.00324
