Bin , nEvents , Efficiencies
50,7,0.00014
70,31,0.00062
80,55,0.0011
90,81,0.00162
100,130,0.0026
120,88,0.00176
140,78,0.00156
160,62,0.00124
180,60,0.0012
200,43,0.00086
220,31,0.00062
240,26,0.00052
260,20,0.0004
280,22,0.00044
300,15,0.0003
320,14,0.00028
340,13,0.00026
360,25,0.0005
400,42,0.00084
500,24,0.00048
600,13,0.00026
700,9,0.00018
800,22,0.00044
