Bin , nEvents , Efficiencies
150,750,0.00172847
200,1154,0.00265953
250,893,0.00205803
300,718,0.00165472
350,512,0.00117997
400,386,0.000889583
450,269,0.000619943
500,447,0.00103017
600,294,0.000677558
700,176,0.000405613
800,128,0.000294991
900,83,0.000191283
1000,79,0.000182065
1150,80,0.00018437
