Bin , nEvents , Efficiencies
150,102,0.00204
160,128,0.00256
170,123,0.00246
180,152,0.00304
190,156,0.00312
200,305,0.0061
220,354,0.00708
240,406,0.00812
260,354,0.00708
280,409,0.00818
300,437,0.00874
320,448,0.00896
340,443,0.00886
360,470,0.0094
380,483,0.00966
400,526,0.01052
420,535,0.0107
440,481,0.00962
460,512,0.01024
480,513,0.01026
500,516,0.01032
520,507,0.01014
540,489,0.00978
560,452,0.00904
580,473,0.00946
600,695,0.0139
630,630,0.0126
660,636,0.01272
690,585,0.0117
720,625,0.0125
750,574,0.01148
780,492,0.00984
810,490,0.0098
840,474,0.00948
870,445,0.0089
900,627,0.01254
950,597,0.01194
1000,550,0.011
1050,483,0.00966
1100,426,0.00852
1150,352,0.00704
1200,340,0.0068
1250,353,0.00706
1310,300,0.006
1370,245,0.0049
1430,225,0.0045
1490,196,0.00392
1550,154,0.00308
1610,148,0.00296
1680,125,0.0025
1750,117,0.00234
1820,89,0.00178
1890,100,0.002
1970,92,0.00184
2050,52,0.00104
