Bin , nEvents , Efficiencies
150,50,0.001
160,46,0.00092
170,48,0.00096
180,76,0.00152
190,72,0.00144
200,151,0.00302
220,177,0.00354
240,175,0.0035
260,179,0.00358
280,224,0.00448
300,236,0.00472
320,244,0.00488
340,235,0.0047
360,262,0.00524
380,272,0.00544
400,278,0.00556
420,299,0.00598
440,268,0.00536
460,316,0.00632
480,298,0.00596
500,328,0.00656
520,317,0.00634
540,339,0.00678
560,333,0.00666
580,354,0.00708
600,507,0.01014
630,558,0.01116
660,481,0.00962
690,500,0.01
720,537,0.01074
750,543,0.01086
780,492,0.00984
810,473,0.00946
840,495,0.0099
870,500,0.01
900,746,0.01492
950,774,0.01548
1000,732,0.01464
1050,677,0.01354
1100,618,0.01236
1150,594,0.01188
1200,568,0.01136
1250,577,0.01154
1310,633,0.01266
1370,517,0.01034
1430,505,0.0101
1490,474,0.00948
1550,378,0.00756
1610,418,0.00836
1680,376,0.00752
1750,354,0.00708
1820,294,0.00588
1890,322,0.00644
1970,255,0.0051
2050,231,0.00462
