Bin , nEvents , Efficiencies
150,69,0.00138
160,73,0.00146
170,67,0.00134
180,75,0.0015
190,82,0.00164
200,192,0.00384
220,240,0.0048
240,255,0.0051
260,264,0.00528
280,257,0.00514
300,283,0.00566
320,335,0.0067
340,325,0.0065
360,329,0.00658
380,361,0.00722
400,366,0.00732
420,347,0.00694
440,356,0.00712
460,392,0.00784
480,399,0.00798
500,410,0.0082
520,389,0.00778
540,399,0.00798
560,427,0.00854
580,345,0.0069
600,611,0.01222
630,518,0.01036
660,574,0.01148
690,595,0.0119
720,540,0.0108
750,593,0.01186
780,521,0.01042
810,504,0.01008
840,503,0.01006
870,490,0.0098
900,785,0.0157
950,686,0.01372
1000,657,0.01314
1050,623,0.01246
1100,526,0.01052
1150,518,0.01036
1200,503,0.01006
1250,576,0.01152
1310,512,0.01024
1370,441,0.00882
1430,401,0.00802
1490,379,0.00758
1550,336,0.00672
1610,297,0.00594
1680,277,0.00554
1750,258,0.00516
1820,237,0.00474
1890,185,0.0037
1970,186,0.00372
2050,152,0.00304
