Bin , nEvents , Efficiencies
150,36,0.00072
160,35,0.0007
170,39,0.00078
180,38,0.00076
190,43,0.00086
200,116,0.00232
220,150,0.003
240,141,0.00282
260,161,0.00322
280,160,0.0032
300,187,0.00374
320,202,0.00404
340,213,0.00426
360,220,0.0044
380,207,0.00414
400,210,0.0042
420,225,0.0045
440,255,0.0051
460,289,0.00578
480,293,0.00586
500,248,0.00496
520,279,0.00558
540,293,0.00586
560,334,0.00668
580,281,0.00562
600,462,0.00924
630,512,0.01024
660,443,0.00886
690,474,0.00948
720,435,0.0087
750,495,0.0099
780,476,0.00952
810,488,0.00976
840,498,0.00996
870,453,0.00906
900,781,0.01562
950,755,0.0151
1000,747,0.01494
1050,691,0.01382
1100,671,0.01342
1150,617,0.01234
1200,592,0.01184
1250,682,0.01364
1310,662,0.01324
1370,573,0.01146
1430,538,0.01076
1490,518,0.01036
1550,503,0.01006
1610,511,0.01022
1680,434,0.00868
1750,438,0.00876
1820,368,0.00736
1890,398,0.00796
1970,301,0.00602
2050,284,0.00568
