Bin , nEvents , Efficiencies
150,1,2.9522e-05
160,1,2.9522e-05
170,0,0
180,0,0
190,0,0
200,0,0
220,0,0
240,0,0
260,0,0
280,0,0
300,0,0
320,0,0
340,0,0
360,0,0
380,1,2.9522e-05
400,1,2.9522e-05
420,0,0
440,0,0
460,0,0
480,1,2.9522e-05
500,0,0
520,1,2.9522e-05
540,1,2.9522e-05
560,0,0
580,0,0
600,1,2.9522e-05
630,0,0
660,1,2.9522e-05
690,1,2.9522e-05
720,0,0
750,0,0
780,2,5.90441e-05
810,1,2.9522e-05
840,0,0
870,2,5.90441e-05
900,0,0
950,8,0.000236176
1000,5,0.00014761
1050,8,0.000236176
1100,12,0.000354264
1150,6,0.000177132
1200,9,0.000265698
1250,33,0.000974227
1310,30,0.000885661
1370,29,0.000856139
1430,48,0.00141706
1490,40,0.00118088
1550,39,0.00115136
1610,55,0.00162371
1680,54,0.00159419
1750,69,0.00203702
1820,70,0.00206654
1890,70,0.00206654
1970,94,0.00277507
2050,83,0.00245033
