Bin , nEvents , Efficiencies
150,0,0
160,0,0
170,0,0
180,0,0
190,1,2e-05
200,0,0
220,0,0
240,0,0
260,1,2e-05
280,0,0
300,0,0
320,1,2e-05
340,2,4e-05
360,1,2e-05
380,2,4e-05
400,1,2e-05
420,2,4e-05
440,2,4e-05
460,6,0.00012
480,5,0.0001
500,5,0.0001
520,11,0.00022
540,11,0.00022
560,11,0.00022
580,9,0.00018
600,20,0.0004
630,32,0.00064
660,40,0.0008
690,37,0.00074
720,31,0.00062
750,39,0.00078
780,53,0.00106
810,53,0.00106
840,52,0.00104
870,41,0.00082
900,114,0.00228
950,94,0.00188
1000,104,0.00208
1050,113,0.00226
1100,138,0.00276
1150,138,0.00276
1200,141,0.00282
1250,179,0.00358
1310,196,0.00392
1370,214,0.00428
1430,207,0.00414
1490,219,0.00438
1550,234,0.00468
1610,301,0.00602
1680,297,0.00594
1750,327,0.00654
1820,310,0.0062
1890,409,0.00818
1970,406,0.00812
2050,493,0.00986
