Bin , nEvents , Efficiencies
150,1,2e-05
160,0,0
170,0,0
180,1,2e-05
190,0,0
200,1,2e-05
220,0,0
240,0,0
260,0,0
280,0,0
300,0,0
320,0,0
340,1,2e-05
360,0,0
380,0,0
400,0,0
420,1,2e-05
440,0,0
460,0,0
480,2,4e-05
500,1,2e-05
520,1,2e-05
540,0,0
560,2,4e-05
580,0,0
600,0,0
630,2,4e-05
660,5,0.0001
690,0,0
720,4,8e-05
750,4,8e-05
780,5,0.0001
810,6,0.00012
840,3,6e-05
870,3,6e-05
900,19,0.00038
950,13,0.00026
1000,31,0.00062
1050,44,0.00088
1100,49,0.00098
1150,58,0.00116
1200,47,0.00094
1250,62,0.00124
1310,72,0.00144
1370,71,0.00142
1430,64,0.00128
1490,66,0.00132
1550,71,0.00142
1610,104,0.00208
1680,106,0.00212
1750,135,0.0027
1820,138,0.00276
1890,171,0.00342
1970,136,0.00272
2050,177,0.00354
