Bin , nEvents , Efficiencies
150,0,0
200,0,0
250,0,0
300,0,0
350,1,4e-05
400,1,4e-05
450,0,0
500,0,0
600,2,8e-05
700,1,4e-05
800,3,0.00012
900,4,0.00016
1000,8,0.00032
1150,17,0.00068
