Bin , nEvents , Efficiencies
152.41,91,0.00182
165.05,122,0.00244
178.75,158,0.00316
193.57,206,0.00412
209.63,273,0.00546
227.02,271,0.00542
245.86,354,0.00708
266.25,438,0.00876
288.34,478,0.00956
312.26,530,0.0106
338.16,662,0.01324
366.21,754,0.01508
396.59,897,0.01794
429.49,963,0.01926
465.12,1170,0.0234
503.71,1288,0.02576
545.49,1525,0.0305
590.74,1597,0.03194
639.75,1908,0.03816
692.82,1980,0.0396
750.29,2186,0.04372
812.54,2298,0.04596
879.94,2323,0.04646
952.94,2268,0.04536
1032,2134,0.04268
1117.6,1892,0.03784
1210.3,1799,0.03598
1310.7,1405,0.0281
1419.4,1272,0.02544
1537.2,1027,0.02054
1664.7,772,0.01544
1802.8,574,0.01148
1952.4,425,0.0085
2114.3,337,0.00674
2289.7,228,0.00456
2479.7,123,0.00246
