Bin , nEvents , Efficiencies
152.41,0,0
165.05,1,2e-05
178.75,2,4e-05
193.57,2,4e-05
209.63,4,8e-05
227.02,8,0.00016
245.86,6,0.00012
266.25,9,0.00018
288.34,7,0.00014
312.26,23,0.00046
338.16,23,0.00046
366.21,32,0.00064
396.59,52,0.00104
429.49,83,0.00166
465.12,111,0.00222
503.71,160,0.0032
545.49,185,0.0037
590.74,254,0.00508
639.75,310,0.0062
692.82,376,0.00752
750.29,419,0.00838
812.54,505,0.0101
879.94,598,0.01196
952.94,689,0.01378
1032,810,0.0162
1117.6,961,0.01922
1210.3,1107,0.02214
1310.7,1234,0.02468
1419.4,1423,0.02846
1537.2,1778,0.03556
1664.7,1935,0.0387
1802.8,2108,0.04216
1952.4,2313,0.04626
2114.3,2431,0.04862
2289.7,2580,0.0516
2479.7,2624,0.05248
