Bin , nEvents , Efficiencies
152.41,14,0.00028
165.05,16,0.00032
178.75,28,0.00056
193.57,43,0.00086
209.63,64,0.00128
227.02,80,0.0016
245.86,122,0.00244
266.25,164,0.00328
288.34,207,0.00414
312.26,231,0.00462
338.16,307,0.00614
366.21,397,0.00794
396.59,433,0.00866
429.49,490,0.0098
465.12,625,0.0125
503.71,653,0.01306
545.49,796,0.01592
590.74,895,0.0179
639.75,1050,0.021
692.82,1245,0.0249
750.29,1450,0.029
812.54,1636,0.03272
879.94,1877,0.03754
952.94,1929,0.03858
1032,2200,0.044
1117.6,2277,0.04554
1210.3,2344,0.04688
1310.7,2448,0.04896
1419.4,2272,0.04544
1537.2,2216,0.04432
1664.7,1937,0.03874
1802.8,1748,0.03496
1952.4,1451,0.02902
2114.3,1098,0.02196
2289.7,870,0.0174
2479.7,636,0.01272
