Bin , nEvents , Efficiencies
152.41,4,8e-05
165.05,5,0.0001
178.75,7,0.00014
193.57,7,0.00014
209.63,17,0.00034
227.02,22,0.00044
245.86,40,0.0008
266.25,56,0.00112
288.34,72,0.00144
312.26,131,0.00262
338.16,158,0.00316
366.21,193,0.00386
396.59,230,0.0046
429.49,292,0.00584
465.12,362,0.00724
503.71,449,0.00898
545.49,478,0.00956
590.74,560,0.0112
639.75,648,0.01296
692.82,738,0.01476
750.29,885,0.0177
812.54,1017,0.02034
879.94,1177,0.02354
952.94,1461,0.02922
1032,1582,0.03164
1117.6,1774,0.03548
1210.3,1942,0.03884
1310.7,2128,0.04256
1419.4,2446,0.04892
1537.2,2399,0.04798
1664.7,2503,0.05006
1802.8,2494,0.04988
1952.4,2333,0.04666
2114.3,2075,0.0415
2289.7,1811,0.03622
2479.7,1421,0.02842
