152.41,1811,0.03622
165.05,1730,0.0346
178.75,1709,0.03418
193.57,1545,0.0309
209.63,1470,0.0294
227.02,1218,0.02436
245.86,1151,0.02302
266.25,1052,0.02104
288.34,989,0.01978
312.26,838,0.01676
338.16,690,0.0138
366.21,647,0.01294
396.59,557,0.01114
429.49,457,0.00914
465.12,406,0.00812
503.71,341,0.00682
545.49,253,0.00506
590.74,245,0.0049
639.75,207,0.00414
692.82,176,0.00352
750.29,152,0.00304
812.54,131,0.00262
879.94,76,0.00152
952.94,64,0.00128
1032,40,0.0008
1117.6,25,0.0005
1210.3,25,0.0005
1310.7,16,0.00032
1419.4,20,0.0004
1537.2,7,0.00014
1664.7,3,6e-05
1802.8,6,0.00012
1952.4,2,4e-05
2114.3,0,0
2289.7,0,0
2479.7,1,2e-05
