Bin , nEvents , Efficiencies
50,5,0.0002
70,14,0.00056
80,30,0.0012
90,23,0.00092
100,61,0.00244
120,45,0.0018
140,48,0.00192
160,31,0.00124
180,24,0.00096
200,26,0.00104
220,20,0.0008
240,12,0.00048
260,13,0.00052
280,12,0.00048
300,10,0.0004
320,4,0.00016
340,9,0.00036
360,10,0.0004
400,18,0.00072
500,8,0.00032
600,5,0.0002
700,6,0.00024
800,17,0.00068
