Bin, nEvents, Efficiencies
152.41,1460,0.0292
165.05,1531,0.03062
178.75,1407,0.02814
193.57,1321,0.02642
209.63,1392,0.02784
227.02,1352,0.02704
245.86,1287,0.02574
266.25,1192,0.02384
288.34,1155,0.0231
312.26,985,0.0197
338.16,1036,0.02072
366.21,900,0.018
396.59,885,0.0177
429.49,728,0.01456
465.12,742,0.01484
503.71,714,0.01428
545.49,629,0.01258
590.74,537,0.01074
639.75,489,0.00978
692.82,422,0.00844
750.29,351,0.00702
812.54,324,0.00648
879.94,261,0.00522
952.94,244,0.00488
1032,193,0.00386
1117.6,179,0.00358
1210.3,121,0.00242
1310.7,101,0.00202
1419.4,92,0.00184
1537.2,63,0.00126
1664.7,61,0.00122
1802.8,46,0.00092
1952.4,23,0.00046
2114.3,23,0.00046
2289.7,15,0.0003
2479.7,17,0.00034
