Bin , nEvents , Efficiencies
152.41,1603,0.03206
165.05,1609,0.03218
178.75,1525,0.0305
193.57,1506,0.03012
209.63,1533,0.03066
227.02,1469,0.02938
245.86,1359,0.02718
266.25,1299,0.02598
288.34,1211,0.02422
312.26,1095,0.0219
338.16,1038,0.02076
366.21,963,0.01926
396.59,925,0.0185
429.49,829,0.01658
465.12,716,0.01432
503.71,668,0.01336
545.49,637,0.01274
590.74,565,0.0113
639.75,452,0.00904
692.82,429,0.00858
750.29,342,0.00684
812.54,295,0.0059
879.94,269,0.00538
952.94,214,0.00428
1032,168,0.00336
1117.6,145,0.0029
1210.3,121,0.00242
1310.7,79,0.00158
1419.4,56,0.00112
1537.2,61,0.00122
1664.7,33,0.00066
1802.8,31,0.00062
1952.4,19,0.00038
2114.3,12,0.00024
2289.7,9,0.00018
2479.7,8,0.00016
