152.41,252,0.00504
165.05,318,0.00636
178.75,371,0.00742
193.57,380,0.0076
209.63,417,0.00834
227.02,518,0.01036
245.86,585,0.0117
266.25,667,0.01334
288.34,738,0.01476
312.26,843,0.01686
338.16,829,0.01658
366.21,884,0.01768
396.59,1117,0.02234
429.49,1128,0.02256
465.12,1257,0.02514
503.71,1318,0.02636
545.49,1349,0.02698
590.74,1474,0.02948
639.75,1589,0.03178
692.82,1571,0.03142
750.29,1598,0.03196
812.54,1664,0.03328
879.94,1600,0.032
952.94,1599,0.03198
1032,1509,0.03018
1117.6,1459,0.02918
1210.3,1440,0.0288
1310.7,1285,0.0257
1419.4,1148,0.02296
1537.2,1078,0.02156
1664.7,908,0.01816
1802.8,729,0.01458
1952.4,604,0.01208
2114.3,514,0.01028
2289.7,367,0.00734
2479.7,270,0.0054
