Bin, nEvents, Efficiencies
152.41,1452,0.02904
165.05,1526,0.03052
178.75,1440,0.0288
193.57,1364,0.02728
209.63,1348,0.02696
227.02,1296,0.02592
245.86,1222,0.02444
266.25,1178,0.02356
288.34,1115,0.0223
312.26,1056,0.02112
338.16,1028,0.02056
366.21,943,0.01886
396.59,869,0.01738
429.49,780,0.0156
465.12,659,0.01318
503.71,685,0.0137
545.49,581,0.01162
590.74,541,0.01082
639.75,495,0.0099
692.82,420,0.0084
750.29,311,0.00622
812.54,309,0.00618
879.94,265,0.0053
952.94,240,0.0048
1032,204,0.00408
1117.6,151,0.00302
1210.3,140,0.0028
1310.7,101,0.00202
1419.4,68,0.00136
1537.2,68,0.00136
1664.7,38,0.00076
1802.8,33,0.00066
1952.4,26,0.00052
2114.3,17,0.00034
2289.7,12,0.00024
2479.7,8,0.00016
