Bin, nEvents, Efficiencies
152.41,1515,0.0303
165.05,1511,0.03022
178.75,1519,0.03038
193.57,1376,0.02752
209.63,1335,0.0267
227.02,1290,0.0258
245.86,1227,0.02454
266.25,1146,0.02292
288.34,1156,0.02312
312.26,1076,0.02152
338.16,927,0.01854
366.21,956,0.01912
396.59,875,0.0175
429.49,756,0.01512
465.12,688,0.01376
503.71,635,0.0127
545.49,560,0.0112
590.74,514,0.01028
639.75,446,0.00892
692.82,415,0.0083
750.29,348,0.00696
812.54,310,0.0062
879.94,256,0.00512
952.94,209,0.00418
1032,176,0.00352
1117.6,154,0.00308
1210.3,126,0.00252
1310.7,85,0.0017
1419.4,75,0.0015
1537.2,60,0.0012
1664.7,43,0.00086
1802.8,32,0.00064
1952.4,29,0.00058
2114.3,11,0.00022
2289.7,11,0.00022
2479.7,4,8e-05
