Bin , nEvents , Efficiencies
152.41,1578,0.03156
165.05,1619,0.03238
178.75,1560,0.0312
193.57,1466,0.02932
209.63,1459,0.02918
227.02,1335,0.0267
245.86,1311,0.02622
266.25,1233,0.02466
288.34,1220,0.0244
312.26,1126,0.02252
338.16,1044,0.02088
366.21,1036,0.02072
396.59,920,0.0184
429.49,831,0.01662
465.12,745,0.0149
503.71,680,0.0136
545.49,649,0.01298
590.74,538,0.01076
639.75,534,0.01068
692.82,427,0.00854
750.29,365,0.0073
812.54,310,0.0062
879.94,291,0.00582
952.94,248,0.00496
1032,232,0.00464
1117.6,159,0.00318
1210.3,123,0.00246
1310.7,124,0.00248
1419.4,78,0.00156
1537.2,61,0.00122
1664.7,56,0.00112
1802.8,31,0.00062
1952.4,31,0.00062
2114.3,14,0.00028
2289.7,10,0.0002
2479.7,9,0.00018
