Bin , nEvents , Efficiencies
150,1200,0.024
160,1000,0.02
170,922,0.01844
180,778,0.01556
190,695,0.0139
200,1134,0.02268
220,953,0.01906
240,786,0.01572
260,638,0.01276
280,567,0.01134
300,450,0.009
320,358,0.00716
340,320,0.0064
360,302,0.00604
380,254,0.00508
400,243,0.00486
420,183,0.00366
440,135,0.0027
460,140,0.0028
480,121,0.00242
500,114,0.00228
520,107,0.00214
540,79,0.00158
560,74,0.00148
580,63,0.00126
600,109,0.00218
630,57,0.00114
660,81,0.00162
690,68,0.00136
720,51,0.00102
750,41,0.00082
780,30,0.0006
810,37,0.00074
840,29,0.00058
870,20,0.0004
900,42,0.00084
950,34,0.00068
1000,27,0.00054
1050,19,0.00038
1100,18,0.00036
1150,13,0.00026
1200,12,0.00024
1250,9,0.00018
1310,12,0.00024
1370,10,0.0002
1430,7,0.00014
1490,3,6e-05
1550,6,0.00012
1610,2,4e-05
1680,1,2e-05
1750,3,6e-05
1820,5,0.0001
1890,2,4e-05
1970,3,6e-05
2050,2,4e-05
