Bin , nEvents , Efficiencies
150,1242,0.02484
160,1059,0.02118
170,877,0.01754
180,773,0.01546
190,700,0.014
200,1200,0.024
220,961,0.01922
240,800,0.016
260,663,0.01326
280,529,0.01058
300,473,0.00946
320,392,0.00784
340,299,0.00598
360,286,0.00572
380,248,0.00496
400,219,0.00438
420,187,0.00374
440,171,0.00342
460,143,0.00286
480,122,0.00244
500,116,0.00232
520,109,0.00218
540,78,0.00156
560,91,0.00182
580,80,0.0016
600,107,0.00214
630,76,0.00152
660,64,0.00128
690,61,0.00122
720,44,0.00088
750,47,0.00094
780,34,0.00068
810,28,0.00056
840,26,0.00052
870,25,0.0005
900,42,0.00084
950,27,0.00054
1000,23,0.00046
1050,21,0.00042
1100,17,0.00034
1150,10,0.0002
1200,18,0.00036
1250,14,0.00028
1310,9,0.00018
1370,6,0.00012
1430,9,0.00018
1490,4,8e-05
1550,6,0.00012
1610,6,0.00012
1680,6,0.00012
1750,3,6e-05
1820,2,4e-05
1890,2,4e-05
1970,2,4e-05
2050,1,2e-05
