Bin , nEvents , Efficiencies
150,1164,0.02328
160,1043,0.02086
170,925,0.0185
180,785,0.0157
190,718,0.01436
200,1236,0.02472
220,986,0.01972
240,828,0.01656
260,655,0.0131
280,556,0.01112
300,457,0.00914
320,427,0.00854
340,346,0.00692
360,282,0.00564
380,234,0.00468
400,191,0.00382
420,198,0.00396
440,170,0.0034
460,166,0.00332
480,137,0.00274
500,101,0.00202
520,98,0.00196
540,81,0.00162
560,69,0.00138
580,65,0.0013
600,93,0.00186
630,87,0.00174
660,78,0.00156
690,54,0.00108
720,38,0.00076
750,49,0.00098
780,36,0.00072
810,35,0.0007
840,32,0.00064
870,30,0.0006
900,35,0.0007
950,31,0.00062
1000,30,0.0006
1050,25,0.0005
1100,14,0.00028
1150,15,0.0003
1200,9,0.00018
1250,13,0.00026
1310,12,0.00024
1370,7,0.00014
1430,13,0.00026
1490,5,0.0001
1550,6,0.00012
1610,2,4e-05
1680,2,4e-05
1750,2,4e-05
1820,1,2e-05
1890,2,4e-05
1970,2,4e-05
2050,3,6e-05
