Bin , nEvents , Efficiencies
150,1216,0.02432
160,1021,0.02042
170,855,0.0171
180,830,0.0166
190,731,0.01462
200,1163,0.02326
220,958,0.01916
240,766,0.01532
260,650,0.013
280,548,0.01096
300,476,0.00952
320,423,0.00846
340,316,0.00632
360,273,0.00546
380,246,0.00492
400,226,0.00452
420,153,0.00306
440,166,0.00332
460,135,0.0027
480,114,0.00228
500,124,0.00248
520,94,0.00188
540,92,0.00184
560,89,0.00178
580,80,0.0016
600,89,0.00178
630,67,0.00134
660,71,0.00142
690,54,0.00108
720,62,0.00124
750,47,0.00094
780,40,0.0008
810,34,0.00068
840,44,0.00088
870,16,0.00032
900,36,0.00072
950,19,0.00038
1000,25,0.0005
1050,18,0.00036
1100,16,0.00032
1150,12,0.00024
1200,3,6e-05
1250,12,0.00024
1310,8,0.00016
1370,9,0.00018
1430,5,0.0001
1490,10,0.0002
1550,7,0.00014
1610,12,0.00024
1680,1,2e-05
1750,3,6e-05
1820,1,2e-05
1890,4,8e-05
1970,2,4e-05
2050,3,6e-05
