Bin , nEvents , Efficiencies
150,1192,0.02384
160,1044,0.02088
170,923,0.01846
180,790,0.0158
190,751,0.01502
200,1185,0.0237
220,941,0.01882
240,787,0.01574
260,682,0.01364
280,535,0.0107
300,447,0.00894
320,396,0.00792
340,311,0.00622
360,267,0.00534
380,252,0.00504
400,197,0.00394
420,187,0.00374
440,179,0.00358
460,157,0.00314
480,112,0.00224
500,146,0.00292
520,99,0.00198
540,77,0.00154
560,76,0.00152
580,74,0.00148
600,100,0.002
630,81,0.00162
660,73,0.00146
690,70,0.0014
720,61,0.00122
750,56,0.00112
780,39,0.00078
810,39,0.00078
840,22,0.00044
870,19,0.00038
900,36,0.00072
950,24,0.00048
1000,32,0.00064
1050,17,0.00034
1100,19,0.00038
1150,14,0.00028
1200,4,8e-05
1250,12,0.00024
1310,15,0.0003
1370,2,4e-05
1430,5,0.0001
1490,5,0.0001
1550,3,6e-05
1610,4,8e-05
1680,6,0.00012
1750,1,2e-05
1820,4,8e-05
1890,3,6e-05
1970,5,0.0001
2050,1,2e-05
