Bin , nEvents , Efficiencies
150,1276,0.02552
160,1058,0.02116
170,869,0.01738
180,769,0.01538
190,714,0.01428
200,1181,0.02362
220,941,0.01882
240,756,0.01512
260,687,0.01374
280,536,0.01072
300,424,0.00848
320,391,0.00782
340,285,0.0057
360,278,0.00556
380,240,0.0048
400,213,0.00426
420,176,0.00352
440,166,0.00332
460,146,0.00292
480,129,0.00258
500,111,0.00222
520,98,0.00196
540,72,0.00144
560,71,0.00142
580,74,0.00148
600,101,0.00202
630,93,0.00186
660,65,0.0013
690,47,0.00094
720,50,0.001
750,50,0.001
780,40,0.0008
810,35,0.0007
840,29,0.00058
870,29,0.00058
900,40,0.0008
950,31,0.00062
1000,28,0.00056
1050,19,0.00038
1100,18,0.00036
1150,20,0.0004
1200,6,0.00012
1250,11,0.00022
1310,9,0.00018
1370,11,0.00022
1430,6,0.00012
1490,7,0.00014
1550,2,4e-05
1610,3,6e-05
1680,0,0
1750,4,8e-05
1820,0,0
1890,2,4e-05
1970,1,2e-05
2050,2,4e-05
