Bin , nEvents , Efficiencies
150,1196,2.308e-02
160,1101,1.964e-02
170,867,1.850e-02
180,744,1.428e-02
190,709,1.630e-02
200,1164,2.284e-02
220,986,1.936e-02
240,807,1.490e-02
260,665,1.416e-02
280,583,9.960e-03
300,430,8.120e-03
320,356,8.480e-03
340,318,5.440e-03
360,297,5.140e-03
380,265,5.560e-03
400,216,3.400e-03
420,191,3.880e-03
440,158,3.500e-03
460,134,3.420e-03
480,130,1.940e-03
500,95,3.720e-03
520,107,2.120e-03
540,90,1.340e-03
560,83,1.160e-03
580,68,1.680e-03
600,76,2.140e-03
630,82,1.440e-03
660,71,1.560e-03
690,72,1.900e-03
720,51,1.380e-03
750,37,1.460e-03
780,55,8.000e-04
810,34,7.400e-04
840,34,1.600e-04
870,29,2.400e-04
900,28,4.800e-04
950,26,5.000e-04
1000,16,6.600e-04
1050,29,2.200e-04
1100,16,8.000e-05
1150,17,2.400e-04
1200,12,1.000e-04
1250,14,1.800e-04
1310,6,4.400e-04
1370,8,1.200e-04
1430,5,6.000e-05
1490,2,0.000e+00
1550,2,8.000e-05
1610,6,1.000e-04
1680,1,1.400e-04
1750,2,4.000e-05
1820,2,8.000e-05
1890,3,1.000e-04
1970,1,1.600e-04
2050,0,2.000e-05
