Bin , nEvents , Efficiencies
150,8,0.00016
160,7,0.00014
170,10,0.0002
180,14,0.00028
190,15,0.0003
200,24,0.00048
220,41,0.00082
240,85,0.0017
260,70,0.0014
280,123,0.00246
300,97,0.00194
320,118,0.00236
340,136,0.00272
360,130,0.0026
380,148,0.00296
400,159,0.00318
420,146,0.00292
440,154,0.00308
460,177,0.00354
480,169,0.00338
500,184,0.00368
520,190,0.0038
540,197,0.00394
560,205,0.0041
580,175,0.0035
600,335,0.0067
630,298,0.00596
660,340,0.0068
690,372,0.00744
720,349,0.00698
750,396,0.00792
780,350,0.007
810,373,0.00746
840,382,0.00764
870,378,0.00756
900,610,0.0122
950,654,0.01308
1000,642,0.01284
1050,619,0.01238
1100,613,0.01226
1150,630,0.0126
1200,599,0.01198
1250,728,0.01456
1310,756,0.01512
1370,702,0.01404
1430,675,0.0135
1490,683,0.01366
1550,603,0.01206
1610,717,0.01434
1680,727,0.01454
1750,655,0.0131
1820,583,0.01166
1890,640,0.0128
1970,595,0.0119
2050,561,0.01122
