Bin , nEvents , Efficiencies
150,34,0.00068
160,49,0.00098
170,53,0.00106
180,64,0.00128
190,96,0.00192
200,166,0.00332
220,175,0.0035
240,210,0.0042
260,210,0.0042
280,229,0.00458
300,214,0.00428
320,235,0.0047
340,258,0.00516
360,300,0.006
380,295,0.0059
400,267,0.00534
420,294,0.00588
440,303,0.00606
460,324,0.00648
480,329,0.00658
500,364,0.00728
520,325,0.0065
540,309,0.00618
560,342,0.00684
580,359,0.00718
600,547,0.01094
630,527,0.01054
660,539,0.01078
690,557,0.01114
720,575,0.0115
750,549,0.01098
780,528,0.01056
810,555,0.0111
840,539,0.01078
870,528,0.01056
900,814,0.01628
950,846,0.01692
1000,812,0.01624
1050,778,0.01556
1100,712,0.01424
1150,747,0.01494
1200,688,0.01376
1250,733,0.01466
1310,698,0.01396
1370,634,0.01268
1430,602,0.01204
1490,584,0.01168
1550,468,0.00936
1610,495,0.0099
1680,444,0.00888
1750,389,0.00778
1820,327,0.00654
1890,303,0.00606
1970,261,0.00522
2050,214,0.00428
