Bin , nEvents , Efficiencies
152.41,1913,0.03826
165.05,1799,0.03598
178.75,1734,0.03468
193.57,1604,0.03208
209.63,1474,0.02948
227.02,1315,0.0263
245.86,1209,0.02418
266.25,1108,0.02216
288.34,993,0.01986
312.26,796,0.01592
338.16,737,0.01474
366.21,606,0.01212
396.59,568,0.01136
429.49,450,0.009
465.12,413,0.00826
503.71,348,0.00696
545.49,269,0.00538
590.74,244,0.00488
639.75,224,0.00448
692.82,171,0.00342
750.29,135,0.0027
812.54,125,0.0025
879.94,74,0.00148
952.94,69,0.00138
1032,46,0.00092
1117.6,36,0.00072
1210.3,33,0.00066
1310.7,17,0.00034
1419.4,13,0.00026
1537.2,8,0.00016
1664.7,4,8e-05
1802.8,6,0.00012
1952.4,3,6e-05
2114.3,2,4e-05
2289.7,3,6e-05
2479.7,1,2e-05
