Bin , nEvents , Efficiencies
152.41,1921,0.03842
165.05,1869,0.03738
178.75,1770,0.0354
193.57,1639,0.03278
209.63,1531,0.03062
227.02,1365,0.0273
245.86,1163,0.02326
266.25,999,0.01998
288.34,882,0.01764
312.26,822,0.01644
338.16,733,0.01466
366.21,642,0.01284
396.59,519,0.01038
429.49,407,0.00814
465.12,374,0.00748
503.71,294,0.00588
545.49,261,0.00522
590.74,223,0.00446
639.75,144,0.00288
692.82,100,0.002
750.29,82,0.00164
812.54,85,0.0017
879.94,49,0.00098
952.94,44,0.00088
1032,40,0.0008
1117.6,21,0.00042
1210.3,19,0.00038
1310.7,11,0.00022
1419.4,9,0.00018
1537.2,6,0.00012
1664.7,1,2e-05
1802.8,4,8e-05
1952.4,1,2e-05
2114.3,1,2e-05
2289.7,0,0
2479.7,0,0
