Bin , nEvents , Efficiencies
152.41,1902,0.03804
165.05,1839,0.03678
178.75,1750,0.035
193.57,1650,0.033
209.63,1484,0.02968
227.02,1348,0.02696
245.86,1150,0.023
266.25,1096,0.02192
288.34,954,0.01908
312.26,814,0.01628
338.16,728,0.01456
366.21,584,0.01168
396.59,537,0.01074
429.49,479,0.00958
465.12,396,0.00792
503.71,324,0.00648
545.49,292,0.00584
590.74,239,0.00478
639.75,192,0.00384
692.82,139,0.00278
750.29,108,0.00216
812.54,90,0.0018
879.94,74,0.00148
952.94,66,0.00132
1032,38,0.00076
1117.6,31,0.00062
1210.3,25,0.0005
1310.7,18,0.00036
1419.4,18,0.00036
1537.2,6,0.00012
1664.7,7,0.00014
1802.8,3,6e-05
1952.4,5,0.0001
2114.3,0,0
2289.7,0,0
2479.7,2,4e-05
