#,Val(bin),---,n(Events),---,efficiency
152.41,1928,0.03856
165.05,1767,0.03534
178.75,1580,0.0316
193.57,1493,0.02986
209.63,1389,0.02778
227.02,1278,0.02556
245.86,1159,0.02318
266.25,991,0.01982
288.34,933,0.01866
312.26,808,0.01616
338.16,683,0.01366
366.21,564,0.01128
396.59,540,0.0108
429.49,427,0.00854
465.12,371,0.00742
503.71,303,0.00606
545.49,284,0.00568
590.74,195,0.0039
639.75,192,0.00384
692.82,139,0.00278
750.29,102,0.00204
812.54,81,0.00162
879.94,71,0.00142
952.94,44,0.00088
1032,33,0.00066
1117.6,25,0.0005
1210.3,16,0.00032
1310.7,15,0.0003
1419.4,11,0.00022
1537.2,12,0.00024
1664.7,5,0.0001
1802.8,2,4e-05
1952.4,1,2e-05
2114.3,1,2e-05
2289.7,0,0
2479.7,0,0
