Bin , nEvents , Efficiencies
152.41,1947,0.03894
165.05,1900,0.038
178.75,1643,0.03286
193.57,1577,0.03154
209.63,1496,0.02992
227.02,1321,0.02642
245.86,1173,0.02346
266.25,1060,0.0212
288.34,981,0.01962
312.26,850,0.017
338.16,739,0.01478
366.21,617,0.01234
396.59,553,0.01106
429.49,428,0.00856
465.12,414,0.00828
503.71,314,0.00628
545.49,294,0.00588
590.74,215,0.0043
639.75,197,0.00394
692.82,139,0.00278
750.29,101,0.00202
812.54,86,0.00172
879.94,59,0.00118
952.94,58,0.00116
1032,35,0.0007
1117.6,18,0.00036
1210.3,24,0.00048
1310.7,15,0.0003
1419.4,8,0.00016
1537.2,13,0.00026
1664.7,4,8e-05
1802.8,3,6e-05
1952.4,2,4e-05
2114.3,0,0
2289.7,1,2e-05
2479.7,0,0
