Bin , nEvents , Efficiencies
152.41,1,2e-05
165.05,0,0
178.75,1,2e-05
193.57,3,6e-05
209.63,12,0.00024
227.02,9,0.00018
245.86,10,0.0002
266.25,21,0.00042
288.34,19,0.00038
312.26,34,0.00068
338.16,57,0.00114
366.21,73,0.00146
396.59,131,0.00262
429.49,168,0.00336
465.12,195,0.0039
503.71,284,0.00568
545.49,333,0.00666
590.74,368,0.00736
639.75,395,0.0079
692.82,514,0.01028
750.29,617,0.01234
812.54,701,0.01402
879.94,761,0.01522
952.94,903,0.01806
1032,1101,0.02202
1117.6,1243,0.02486
1210.3,1541,0.03082
1310.7,1699,0.03398
1419.4,1959,0.03918
1537.2,2154,0.04308
1664.7,2295,0.0459
1802.8,2542,0.05084
1952.4,2499,0.04998
2114.3,2523,0.05046
2289.7,2470,0.0494
2479.7,2199,0.04398
