Bin , nEvents , Efficiencies
152.41,14,0.00028
165.05,23,0.00046
178.75,23,0.00046
193.57,47,0.00094
209.63,58,0.00116
227.02,87,0.00174
245.86,122,0.00244
266.25,166,0.00332
288.34,208,0.00416
312.26,267,0.00534
338.16,319,0.00638
366.21,341,0.00682
396.59,428,0.00856
429.49,493,0.00986
465.12,573,0.01146
503.71,697,0.01394
545.49,768,0.01536
590.74,918,0.01836
639.75,1091,0.02182
692.82,1229,0.02458
750.29,1468,0.02936
812.54,1554,0.03108
879.94,1820,0.0364
952.94,2032,0.04064
1032,2080,0.0416
1117.6,2370,0.0474
1210.3,2416,0.04832
1310.7,2393,0.04786
1419.4,2260,0.0452
1537.2,2183,0.04366
1664.7,1973,0.03946
1802.8,1710,0.0342
1952.4,1455,0.0291
2114.3,1155,0.0231
2289.7,836,0.01672
2479.7,625,0.0125
