152.41,96,0.00192
165.05,125,0.0025
178.75,164,0.00328
193.57,187,0.00374
209.63,261,0.00522
227.02,312,0.00624
245.86,361,0.00722
266.25,419,0.00838
288.34,501,0.01002
312.26,567,0.01134
338.16,674,0.01348
366.21,705,0.0141
396.59,870,0.0174
429.49,1065,0.0213
465.12,1132,0.02264
503.71,1353,0.02706
545.49,1484,0.02968
590.74,1713,0.03426
639.75,1776,0.03552
692.82,1981,0.03962
750.29,2129,0.04258
812.54,2272,0.04544
879.94,2256,0.04512
952.94,2253,0.04506
1032,2092,0.04184
1117.6,1980,0.0396
1210.3,1746,0.03492
1310.7,1529,0.03058
1419.4,1224,0.02448
1537.2,993,0.01986
1664.7,814,0.01628
1802.8,578,0.01156
1952.4,430,0.0086
2114.3,277,0.00554
2289.7,231,0.00462
2479.7,122,0.00244
