Bin , nEvents , Efficiencies
50,12,0.00024
70,33,0.00066
80,67,0.00134
90,71,0.00142
100,140,0.0028
120,110,0.0022
140,80,0.0016
160,49,0.00098
180,34,0.00068
200,42,0.00084
220,23,0.00046
240,26,0.00052
260,14,0.00028
280,21,0.00042
300,14,0.00028
320,6,0.00012
340,8,0.00016
360,9,0.00018
400,21,0.00042
500,17,0.00034
600,0,0
700,6,0.00012
800,5,0.0001
