"Bin "," nEvents "," Efficiencies"
50,9,2.00e-04
100,5,9.00e-05
150,5,1.00e-04
200,8,2.00e-05
250,5,1.30e-04
300,2,1.40e-04
350,5,1.30e-04
400,13,2.50e-04
500,8,1.40e-04
600,52,1.45e-03
