"Bin "," nEvents "," Efficiencies"
50,14,0.00042
70,3,0.00015
80,2,0.00014
90,2,"0.0002 "
100,8,0.00037
120,11,0.00031
140,10,0.00037
160,2,0.00028
180,6,0.00038
200,13,0.00033
220,7,0.00037
240,8,"0.0003 "
260,3,0.00028
280,4,0.00024
300,5,0.00018
320,3,0.00032
340,2,0.00027
360,10,0.00052
400,34,0.00136
500,35,0.00112
600,20,0.00139
700,20,0.00096
800,144,0.00544
