"Bin "," nEvents "," Efficiencies"
150,0,0.00e+00
200,0,0.00e+00
250,0,0.00e+00
300,1,0.00e+00
350,2,0.00e+00
400,0,4.00e-05
450,0,4.00e-05
500,4,1.20e-04
600,4,1.30e-04
700,9,2.50e-04
800,7,1.90e-04
900,10,3.90e-04
1000,14,6.10e-04
1150,50,1.11e-03
