Bin , nEvents , Efficiencies
50,8,0.00016
70,34,0.00068
80,57,0.00114
90,48,0.00096
100,115,0.0023
120,93,0.00186
140,69,0.00138
160,61,0.00122
180,34,0.00068
200,28,0.00056
220,29,0.00058
240,23,0.00046
260,25,0.0005
280,25,0.0005
300,17,0.00034
320,17,0.00034
340,10,0.0002
360,24,0.00048
400,47,0.00094
500,24,0.00048
600,13,0.00026
700,9,0.00018
800,23,0.00046
