Bin , nEvents , Efficiencies
150,43,0.00172
200,69,0.00276
250,46,0.00184
300,37,0.00148
350,27,0.00108
400,17,0.00068
450,15,0.0006
500,11,0.00044
600,4,0.00016
700,3,0.00012
800,1,4e-05
900,1,4e-05
1000,3,0.00012
1150,0,0
